seqnames	start	end	strand	gene
chr11	118927958	118928457	-	HYOU1
chr11	118937963	118938462	+	VPS11
chr11	118955087	118955586	+	HMBS
chr11	118966178	118966677	-	H2AFX
chr11	118972786	118973285	-	DPAGT1
chr11	118977560	118978059	+	C2CD2L
chr11	118991733	118992232	+	HINFP
chr11	119019799	119020298	+	ABCG4
chr11	119038922	119039421	+	NLRX1
chr11	119055666	119056165	+	PDZD3
chr11	119066585	119067084	-	CCDC153
chr11	119187841	119188340	-	MCAM
chr11	119204710	119205209	+	RNF26
chr11	119217384	119217883	-	MFRP
chr11	119211594	119212093	-	C1QTNF5
chr11	119252437	119252936	-	USP2
chr11	119293273	119293772	-	THY1
chr11	120008864	120009363	-	TRIM29
chr11	120081247	120081746	+	OAF
chr11	120106849	120107348	+	POU2F3
chr11	120195338	120195837	+	TMEM136
chr11	120894313	120894812	+	TBCEL
chr11	121163077	121163576	+	SC5D
chr11	121986924	121987423	-	BLID
chr11	122708706	122709205	+	CRTAM
chr11	122852380	122852879	-	BSX
chr11	122933044	122933543	-	HSPA8
chr11	123525316	123525815	-	SCN3B
chr11	123625227	123625726	-	OR6X1
chr11	123677058	123677557	-	OR6M1
chr11	123756350	123756849	-	TMEM225
chr11	123776639	123777138	+	OR8D4
chr11	123809824	123810323	+	OR4D5
chr11	123814546	123815045	-	OR6T1
chr11	123848399	123848898	-	OR10S1
chr11	123885782	123886281	+	OR10G4
chr11	123893220	123893719	+	OR10G9
chr11	123899830	123900329	+	OR10G8
chr11	123909709	123910208	-	OR10G7
chr11	124094844	124095343	+	OR8G2
chr11	124134223	124134722	+	OR8G5
chr11	124180663	124181162	-	OR8D1
chr11	124190094	124190593	-	OR8D2
chr11	124253240	124253739	-	OR8B2
chr11	124267248	124267747	-	OR8B3
chr11	124294768	124295267	-	OR8B4
chr11	124310982	124311481	-	OR8B8
chr11	124413551	124414050	-	OR8B12
chr11	124439465	124439964	+	OR8A1
chr11	124480953	124481452	+	PANX3
chr11	124492242	124492741	+	TBRG1
chr11	124543240	124543739	+	SPA17
chr11	124609329	124609828	+	NRGN
chr11	124622169	124622668	-	VSIG2
chr11	124632224	124632723	-	ESAM
chr11	124734805	124735304	+	ROBO3
chr11	124767832	124768331	-	ROBO4
chr11	124806309	124806808	-	HEPACAM
chr11	124788646	124789145	+	HEPN1
chr11	124823517	124824016	+	CCDC15
chr11	124932513	124933012	+	SLC37A2
chr11	124981605	124982104	-	TMEM218
chr11	125366207	125366706	-	FEZ1
chr11	125364610	125365109	+	LOC403312
chr11	125438783	125439282	+	EI24
chr11	125462190	125462689	+	STT3A
chr11	125494819	125495318	+	CHEK1
chr11	125550794	125551293	-	ACRV1
chr11	125615688	125616187	+	PATE1
chr11	125648715	125649214	-	PATE2
chr11	125657506	125658005	+	PATE3
chr11	125702711	125703210	+	PATE4
chr11	125756455	125756954	+	HYLS1
chr11	125773117	125773616	-	PUS3
chr11	125773761	125774260	+	DDX25
chr11	126081588	126082087	-	RPUSD4
chr11	126138878	126139377	-	SRPRA
chr11	126138435	126138934	+	FOXRED1
chr11	126152482	126152981	+	TIRAP
chr11	126173147	126173646	+	DCPS
chr11	126272811	126273310	+	ST3GAL4
chr11	128712430	128712929	-	KCNJ1
chr11	128760813	128761312	+	KCNJ5
chr11	128775593	128776092	-	C11orf45
chr11	128813295	128813794	-	TP53AIP1
chr11	129245381	129245880	+	BARX2
chr11	129685176	129685675	+	TMEM45B
chr11	129872731	129873230	-	PRDM10
chr11	129939216	129939715	+	APLP2
chr11	130029182	130029681	+	ST14
chr11	130318369	130318868	+	ADAMTS15
chr11	130786383	130786882	-	SNX19
chr11	133715434	133715933	-	SPATA19
chr11	134093999	134094498	+	VPS26B
chr11	134123261	134123760	-	THYN1
chr11	134122934	134123433	+	ACAD8
chr11	134145775	134146274	+	GLB1L3
chr11	134281813	134282312	-	B3GAT1
chr12	25149996	25150495	+	LOC645177
chr12	33592755	33593254	-	SYT10
chr12	41581750	41582249	+	PDZRN4
chr12	75603529	75604028	-	KCNC2
chr12	100660662	100661161	+	SCYL2
chr12	109096775	109097274	-	CORO1C
chr12	117348261	117348760	+	FBXW8
chr12	125810662	125811161	+	TMEM132B
chr12	1058889	1059388	-	RAD52
chr12	2113702	2114201	-	DCP1B
chr12	3067978	3068477	+	TEAD4
chr12	12509513	12510012	+	BORCS5
chr12	14720792	14721291	-	PLBD1
chr12	15474691	15475190	+	PTPRO
chr12	18890994	18891493	-	PLCZ1
chr12	20963138	20963637	+	SLCO1B3
chr12	26204991	26205490	+	RASSF8
chr12	31479122	31479621	-	FAM60A
chr12	32259685	32260184	+	BICD1
chr12	40786696	40787195	+	MUC19
chr12	45270634	45271133	-	NELL2
chr12	46122992	46123491	+	ARID2
chr12	47219781	47220280	-	SLC38A4
chr12	51422059	51422558	-	SLC11A2
chr12	56617625	56618124	+	NABP2
chr12	57735229	57735728	-	R3HDM2
chr12	62860097	62860596	+	MON2
chr12	64062355	64062854	-	DPY19L2
chr12	65003793	65004292	+	RASSF3
chr12	69201452	69201951	+	MDM2
chr12	70218603	70219102	+	MYRFL
chr12	71314585	71315084	-	PTPRR
chr12	72332126	72332625	+	TPH2
chr12	79438933	79439432	+	SYT1
chr12	80602733	80603232	+	OTOGL
chr12	82153110	82153609	-	PPFIA2
chr12	82751776	82752275	+	METTL25
chr12	87232682	87233181	-	MGAT4C
chr12	95467405	95467904	-	NR2C1
chr12	100378433	100378932	-	ANKS1B
chr12	101673405	101673904	+	UTP20
chr12	103889789	103890288	-	C12orf42
chr12	104850192	104850691	+	CHST11
chr12	107711697	107712196	+	BTBD11
chr12	113229049	113229548	+	RPH3A
chr12	114404177	114404676	-	RBM19
chr12	118499980	118500479	-	WSB2
chr12	119418800	119419299	+	SRRM4
chr12	120632514	120633013	-	GCN1
chr12	122667167	122667666	+	LRRC43
chr12	123717791	123718290	+	C12orf65
chr12	128751448	128751947	+	TMEM132C
chr12	130388213	130388712	-	TMEM132D
chr12	175549	176048	+	IQSEC3
chr12	498622	499121	-	KDM5A
chr12	510241	510740	+	CCDC77
chr12	569043	569542	+	B4GALNT3
chr12	861589	862088	+	WNK1
chr12	1099874	1100373	+	ERC1
chr12	1799747	1800246	+	ADIPOR2
chr12	2027871	2028370	-	CACNA2D4
chr12	2161951	2162450	+	CACNA1C
chr12	2999533	3000032	+	TULP3
chr12	3186021	3186520	+	TSPAN9
chr12	3599864	3600363	+	PRMT8
chr12	3862367	3862866	-	CRACR2A
chr12	3982615	3983114	-	PARP11
chr12	4429859	4430358	+	TIGAR
chr12	4698738	4699237	+	DYRK4
chr12	4829252	4829751	+	GALNT8
chr12	6054426	6054925	-	ANO2
chr12	6233842	6234341	-	VWF
chr12	6419599	6420098	+	PLEKHG6
chr12	6716600	6717099	-	CHD4
chr12	6937038	6937537	+	P3H3
chr12	7079917	7080416	-	PHB2
chr12	7245044	7245543	-	C1R
chr12	7456428	7456927	+	ACSM4
chr12	7863550	7864049	+	DPPA3
chr12	8043793	8044292	-	SLC2A14
chr12	8851881	8852380	+	RIMKLB
chr12	9360967	9361466	-	PZP
chr12	9821804	9822303	+	CLEC2D
chr12	10251665	10252164	-	CLEC1A
chr12	11324223	11324722	-	PRH1
chr12	11324223	11324722	-	PRH1-TAS2R14
chr12	11802288	11802787	+	ETV6
chr12	12419812	12420311	-	LRP6
chr12	12715449	12715948	-	DUSP16
chr12	12849122	12849621	-	GPR19
chr12	12965780	12966279	+	DDX47
chr12	13256631	13257130	-	GSG1
chr12	13349102	13349601	+	EMP1
chr12	14133023	14133522	-	GRIN2B
chr12	14537498	14537997	+	ATF7IP
chr12	14849520	14850019	-	GUCY2C
chr12	14956402	14956901	-	WBP11
chr12	15091484	15091983	-	ERP27
chr12	15374412	15374911	-	RERG
chr12	15942511	15943010	-	EPS8
chr12	16063606	16064105	+	DERA
chr12	16430620	16431119	-	SLC15A5
chr12	16505851	16506350	+	MGST1
chr12	18413974	18414473	+	PIK3C2G
chr12	19282126	19282625	+	PLEKHA5
chr12	19592108	19592607	+	AEBP2
chr12	20521679	20522178	+	PDE3A
chr12	21168130	21168629	+	SLCO1B7
chr12	21283628	21284127	+	SLCO1B1
chr12	21654604	21655103	-	RECQL
chr12	22487649	22488148	-	ST8SIA1
chr12	22697481	22697980	-	C2CD5
chr12	22777576	22778075	+	ETNK1
chr12	24102638	24103137	-	SOX5
chr12	25056010	25056509	-	BCAT1
chr12	25348097	25348596	-	CASC1
chr12	25706218	25706717	-	LMNTD1
chr12	26986132	26986631	-	ITPR2
chr12	27167340	27167839	-	TM7SF3
chr12	27485287	27485786	+	ARNTL2
chr12	27676545	27677044	+	PPFIBP1
chr12	27924210	27924709	-	MANSC4
chr12	28342860	28343359	+	CCDC91
chr12	29650620	29651119	-	OVCH1
chr12	29936744	29937243	-	TMTC1
chr12	30848930	30849429	-	IPO8
chr12	31743377	31743876	-	DENND5B
chr12	31882109	31882608	-	AMN1
chr12	32111853	32112352	+	KIAA1551
chr12	32686727	32687226	+	FGD4
chr12	33049781	33050280	-	PKP2
chr12	39299421	39299920	-	CPNE8
chr12	39837193	39837692	-	KIF21A
chr12	40013844	40014343	-	ABCD2
chr12	40019469	40019968	+	C12orf40
chr12	40499662	40500161	-	SLC2A13
chr12	40618313	40618812	+	LRRK2
chr12	41085744	41086243	+	CNTN1
chr12	42632171	42632670	-	YAF2
chr12	42719447	42719946	+	PPHLN1
chr12	42877417	42877916	-	PRICKLE1
chr12	43945725	43946224	-	ADAMTS20
chr12	44152247	44152746	+	IRAK4
chr12	44229164	44229663	+	TMEM117
chr12	45609270	45609769	+	ANO6
chr12	46661771	46662270	-	SLC38A1
chr12	47472886	47473385	+	PCED1B
chr12	48499776	48500275	-	SENP1
chr12	48875786	48876285	+	C12orf54
chr12	49449108	49449607	-	KMT2D
chr12	49760188	49760687	+	SPATS2
chr12	49932440	49932939	+	KCNH3
chr12	50101198	50101697	-	FMNL3
chr12	50222209	50222708	-	NCKAP5L
chr12	50450920	50451419	+	ASIC1
chr12	50677354	50677853	-	LIMA1
chr12	50790406	50790905	-	FAM186A
chr12	50794092	50794591	+	LARP4
chr12	50898268	50898767	+	DIP2B
chr12	51236201	51236700	+	TMPRSS12
chr12	51566927	51567426	-	TFCP2
chr12	51663995	51664494	-	SMAGP
chr12	51785201	51785700	-	GALNT6
chr12	51818094	51818593	+	SLC4A8
chr12	52667929	52668428	+	KRT86
chr12	52828111	52828610	-	KRT75
chr12	53097248	53097747	-	KRT77
chr12	53228078	53228577	-	KRT79
chr12	53342343	53342842	+	KRT18
chr12	53626041	53626540	-	RARG
chr12	53845386	53845885	+	PCBP2
chr12	54020200	54020699	-	ATF7
chr12	54393403	54393902	+	HOXC9
chr12	54890995	54891494	+	NCKAP1L
chr12	56101687	56102186	-	ITGA7
chr12	56236768	56237267	-	MMP19
chr12	56360053	56360552	+	CDK2
chr12	56473309	56473808	+	ERBB3
chr12	57030164	57030663	-	BAZ2A
chr12	57410345	57410844	-	TAC3
chr12	57521782	57522281	+	LRP1
chr12	57940643	57941142	-	DCTN2
chr12	58209853	58210352	-	AVIL
chr12	60082618	60083117	+	SLC16A7
chr12	62586621	62587120	-	FAM19A2
chr12	62653621	62654120	+	USP15
chr12	63328666	63329165	-	PPM1H
chr12	64238033	64238532	+	SRGAP1
chr12	64784346	64784845	-	C12orf56
chr12	64845340	64845839	+	TBK1
chr12	65153227	65153726	-	GNS
chr12	65217852	65218351	+	TBC1D30
chr12	65671923	65672422	+	MSRB3
chr12	66582478	66582977	+	IRAK3
chr12	66695825	66696324	+	HELB
chr12	67072926	67073425	-	GRIP1
chr12	68553522	68554021	-	IFNG
chr12	69978708	69979207	+	CCT2
chr12	70636994	70637493	+	CNOT2
chr12	70759562	70760061	+	KCNMB4
chr12	71031221	71031720	-	PTPRB
chr12	71833050	71833549	+	LGR5
chr12	72079378	72079877	+	TMEM19
chr12	72666029	72666528	+	TRHDE
chr12	75727919	75728418	+	GLIPR1L1
chr12	75874013	75874512	+	GLIPR1
chr12	76953590	76954089	-	OSBPL8
chr12	77157354	77157853	+	ZDHHC17
chr12	78224569	78225068	+	NAV3
chr12	80328979	80329478	-	PPP1R12A
chr12	80837626	80838125	+	PTPRQ
chr12	81331695	81332194	-	LIN7A
chr12	81471297	81471796	+	ACSS3
chr12	83080434	83080933	+	TMTC2
chr12	85429599	85430098	+	LRRIQ1
chr12	88535994	88536493	-	CEP290
chr12	89920040	89920539	-	POC1B
chr12	90049845	90050344	-	ATP2B1
chr12	92539674	92540173	-	BTG1
chr12	93323108	93323607	-	EEA1
chr12	94070993	94071492	+	CRADD
chr12	94541999	94542498	+	PLXNC1
chr12	94853765	94854264	-	CEP83
chr12	95044339	95044838	-	TMCC3
chr12	95611241	95611740	-	FGD6
chr12	95611022	95611521	+	VEZT
chr12	96184537	96185036	-	NTN4
chr12	96336571	96337070	+	AMDHD1
chr12	96587660	96588159	+	ELK3
chr12	96882849	96883348	+	CFAP54
chr12	99038578	99039077	+	APAF1
chr12	100536643	100537142	-	UHRF1BP1L
chr12	100750357	100750856	+	SLC17A8
chr12	100896638	100897137	+	NR1H4
chr12	101294924	101295423	+	ANO4
chr12	101604017	101604516	-	SLC5A8
chr12	102090917	102091416	+	CHPT1
chr12	102513910	102514409	-	NUP37
chr12	103311382	103311881	-	PAH
chr12	103980569	103981068	+	STAB2
chr12	104234976	104235475	-	NT5DC3
chr12	104323612	104324111	+	HSP90B1
chr12	104457736	104458235	+	HCFC2
chr12	104609057	104609556	+	TXNRD1
chr12	105322473	105322972	-	SLC41A2
chr12	105379598	105380097	+	C12orf45
chr12	105500992	105501491	+	WASHC4
chr12	106750936	106751435	+	POLR3B
chr12	106994415	106994914	+	RFX4
chr12	107167834	107168333	+	RIC8B
chr12	107487636	107488135	-	CRY1
chr12	108154915	108155414	-	PRDM4
chr12	108525008	108525507	+	WSCD2
chr12	108955166	108955665	-	SART3
chr12	109251360	109251859	-	SSH1
chr12	109459046	109459545	-	SVOP
chr12	109826024	109826523	+	MYO1H
chr12	109914928	109915427	+	UBE3B
chr12	110271213	110271712	-	TRPV4
chr12	110505501	110506000	-	C12orf76
chr12	110561640	110562139	+	IFT81
chr12	110718532	110719031	+	ATP2A2
chr12	110888217	110888716	-	ARPC3
chr12	111021065	111021564	-	PPTC7
chr12	111471328	111471827	+	CUX2
chr12	111806926	111807425	-	FAM109A
chr12	112037481	112037980	-	ATXN2
chr12	112279532	112280031	+	MAPKAPK5
chr12	112450652	112451151	+	ERP29
chr12	112562849	112563348	+	TRAFD1
chr12	112819897	112820396	-	HECTD4
chr12	113375738	113376237	+	OAS3
chr12	113495162	113495661	+	DTX1
chr12	113658900	113659399	-	IQCD
chr12	113772974	113773473	-	SLC8B1
chr12	113909878	113910377	-	LHX5
chr12	114843969	114844468	-	TBX5
chr12	116714992	116715491	-	MED13L
chr12	117175596	117176095	+	RNFT2
chr12	117319233	117319732	-	HRK
chr12	117799608	117800107	-	NOS1
chr12	118406029	118406528	-	KSR2
chr12	118810751	118811250	-	TAOK3
chr12	119772017	119772516	+	CCDC60
chr12	120030764	120031263	+	TMEM233
chr12	120315096	120315595	-	CIT
chr12	120427148	120427647	+	BICDL1
chr12	120971633	120972132	+	RNF10
chr12	121342156	121342655	-	SPPL3
chr12	121790266	121790765	-	ANAPC5
chr12	122018921	122019420	-	KDM2B
chr12	122150158	122150657	+	TMEM120B
chr12	122296770	122297269	-	HPD
chr12	122355963	122356462	+	WDR66
chr12	122516134	122516633	+	MLXIP
chr12	122907117	122907616	-	CLIP1
chr12	123011309	123011808	+	KNTC1
chr12	123319485	123319984	+	HIP1R
chr12	123594976	123595475	-	PITPNM2
chr12	124018266	124018765	-	RILPL1
chr12	124117786	124118285	+	GTF2H3
chr12	124246542	124247041	+	DNAH10
chr12	125052011	125052510	-	NCOR2
chr12	125348520	125349019	-	SCARB1
chr12	125473668	125474167	-	DHX37
chr12	125549413	125549912	+	AACS
chr12	129337479	129337978	+	GLT1D1
chr12	131002411	131002910	-	RIMBP2
chr12	131437952	131438451	+	ADGRD1
chr12	132195132	132195631	+	SFSWAP
chr12	132378779	132379278	+	ULK1
chr12	132433965	132434464	+	EP400
chr12	132905906	132906405	-	GALNT9
chr12	133464205	133464704	-	CHFR
chr12	322614	323113	-	SLC6A12
chr12	372040	372539	-	SLC6A13
chr12	772908	773407	-	NINJ2
chr12	1703332	1703831	-	FBXL14
chr12	1737912	1738411	+	WNT5B
chr12	1928933	1929432	+	LRTM2
chr12	2903608	2904107	+	FKBP4
chr12	2921287	2921786	+	ITFG2
chr12	2944222	2944721	-	NRIP2
chr12	2986322	2986821	-	FOXM1
chr12	2985865	2986364	+	RHNO1
chr12	4382402	4382901	+	CCND2
chr12	4488895	4489394	-	FGF23
chr12	4554781	4555280	-	FGF6
chr12	4647675	4648174	-	C12orf4
chr12	4647450	4647949	+	RAD51AP1
chr12	4758214	4758713	-	AKAP3
chr12	4757764	4758263	+	NDUFA9
chr12	4917842	4918341	+	KCNA6
chr12	5018573	5019072	+	KCNA1
chr12	5152585	5153084	+	KCNA5
chr12	5540780	5541279	+	NTF3
chr12	6308982	6309481	+	CD9
chr12	6451284	6451783	-	TNFRSF1A
chr12	6484391	6484890	-	SCNN1A
chr12	6492699	6493198	+	LTBR
chr12	6553551	6554050	+	CD27
chr12	6560677	6561176	+	TAPBPL
chr12	6580066	6580565	-	VAMP1
chr12	6602472	6602971	-	MRPL51
chr12	6602798	6603297	+	NCAPD2
chr12	6643325	6643824	+	GAPDH
chr12	6665250	6665749	-	IFFO1
chr12	6677499	6677998	-	NOP2
chr12	6740816	6741315	-	LPAR5
chr12	6756581	6757080	-	ACRBP
chr12	6772309	6772808	-	ING4
chr12	6798739	6799238	-	ZNF384
chr12	6809597	6810096	-	PIANP
chr12	6832949	6833448	+	COPS7A
chr12	6862083	6862582	-	MLF2
chr12	6874983	6875482	+	PTMS
chr12	6881170	6881669	+	LAG3
chr12	6898138	6898637	+	CD4
chr12	6930463	6930962	+	GPR162
chr12	6949518	6950017	+	GNB3
chr12	6961095	6961594	-	CDCA3
chr12	6960785	6961284	+	USP5
chr12	6976084	6976583	+	TPI1
chr12	6982450	6982949	-	SPSB2
chr12	7013397	7013896	+	LRRC23
chr12	7023114	7023613	+	ENO2
chr12	7036980	7037479	+	ATN1
chr12	7052480	7052979	+	C12orf57
chr12	7059934	7060433	+	PTPN6
chr12	7079444	7079943	+	EMG1
chr12	7125843	7126342	-	LPCAT3
chr12	7167465	7167964	+	C1S
chr12	7261875	7262374	-	C1RL
chr12	7281488	7281987	-	RBP5
chr12	7282467	7282966	+	CLSTN3
chr12	7341941	7342440	+	PEX5
chr12	7596782	7597281	-	CD163L1
chr12	7656415	7656914	-	CD163
chr12	7818500	7818999	-	APOBEC1
chr12	7848390	7848889	-	GDF3
chr12	7902070	7902569	-	CLEC4C
chr12	7917312	7917811	+	NANOGNB
chr12	7941492	7941991	+	NANOG
chr12	8088893	8089392	-	SLC2A3
chr12	8184859	8185358	+	FOXJ2
chr12	8219068	8219567	-	C3AR1
chr12	8234307	8234806	+	NECAP1
chr12	8275728	8276227	+	CLEC4A
chr12	8324650	8325149	+	ZNF705A
chr12	8380215	8380714	-	FAM90A1
chr12	8608091	8608590	+	CLEC6A
chr12	8665636	8666135	+	CLEC4D
chr12	8693559	8694058	-	CLEC4E
chr12	8765464	8765963	-	AICDA
chr12	8815485	8815984	-	MFAP5
chr12	8974568	8975067	+	A2ML1
chr12	9066816	9067315	+	PHC1
chr12	9102358	9102857	-	M6PR
chr12	9141721	9142220	+	KLRG1
chr12	9268826	9269325	-	A2M
chr12	9760498	9760997	-	KLRB1
chr12	9885896	9886395	-	CLECL1
chr12	9913498	9913997	-	CD69
chr12	9979577	9980076	+	KLRF1
chr12	10022459	10022958	-	CLEC2B
chr12	10033588	10034087	+	KLRF2
chr12	10084981	10085480	-	CLEC2A
chr12	10103415	10103914	+	CLEC12A
chr12	10151900	10152399	-	CLEC1B
chr12	10162726	10163225	+	CLEC12B
chr12	10182776	10183275	+	CLEC9A
chr12	10282869	10283368	-	CLEC7A
chr12	10324791	10325290	-	OLR1
chr12	10322698	10323197	+	TMEM52B
chr12	10364989	10365488	+	GABARAPL1
chr12	10459917	10460416	+	KLRD1
chr12	10562357	10562856	-	KLRC4
chr12	10573195	10573694	-	KLRC3
chr12	10588593	10589092	-	KLRC2
chr12	10605980	10606479	-	KLRC1
chr12	10766209	10766708	-	MAGOHB
chr12	10826892	10827391	-	STYK1
chr12	10875954	10876453	-	YBX3
chr12	10955227	10955726	-	TAS2R7
chr12	10959580	10960079	-	TAS2R8
chr12	10962768	10963267	-	TAS2R9
chr12	10978869	10979368	-	TAS2R10
chr12	11002076	11002575	-	PRR4
chr12	11062162	11062661	-	TAS2R13
chr12	11081335	11081834	+	PRH2
chr12	11139512	11140011	-	TAS2R50
chr12	11150904	11151403	-	TAS2R20
chr12	11175220	11175719	-	TAS2R19
chr12	11184007	11184506	-	TAS2R31
chr12	11214894	11215393	-	TAS2R46
chr12	11244913	11245412	-	TAS2R43
chr12	11286844	11287343	-	TAS2R30
chr12	11323280	11323779	+	SMIM10L1
chr12	11339544	11340043	-	TAS2R42
chr12	11422642	11423141	-	PRB3
chr12	11463370	11463869	-	PRB4
chr12	11508525	11509024	-	PRB1
chr12	11548499	11548998	-	PRB2
chr12	12223902	12224401	+	BCL2L14
chr12	12503170	12503669	-	MANSC1
chr12	12764267	12764766	+	CREBL2
chr12	12869704	12870203	+	CDKN1B
chr12	12878351	12878850	+	APOLD1
chr12	13043456	13043955	+	GPRC5A
chr12	13103319	13103818	-	GPRC5D
chr12	13153244	13153743	-	HEBP1
chr12	13196815	13197314	+	FAM234B
chr12	14924066	14924565	-	HIST4H4
chr12	14926770	14927269	+	H2AFJ
chr12	14956006	14956505	+	C12orf60
chr12	14967117	14967616	-	SMCO3
chr12	14996414	14996913	-	ART4
chr12	15038997	15039496	-	MGP
chr12	15104041	15104540	-	ARHGDIB
chr12	15125456	15125955	+	PDE6H
chr12	16034788	16035287	+	STRAP
chr12	16760085	16760584	-	LMO3
chr12	18243128	18243627	-	RERGL
chr12	18890545	18891044	+	CAPZA3
chr12	20847789	20848288	+	SLCO1C1
chr12	21487833	21488332	-	SLCO1A2
chr12	21525302	21525801	+	IAPP
chr12	21590038	21590537	+	PYROXD1
chr12	21654199	21654698	+	GOLT1B
chr12	21678691	21679190	+	SPX
chr12	21757782	21758281	-	GYS2
chr12	21810790	21811289	-	LDHB
chr12	21927756	21928255	-	KCNJ8
chr12	22198608	22199107	+	CMAS
chr12	25150374	25150873	-	C12orf77
chr12	25204681	25205180	+	LRMP
chr12	25347650	25348149	+	ETFRF1
chr12	25403866	25404365	-	KRAS
chr12	26278004	26278503	-	BHLHE41
chr12	26348006	26348505	+	SSPN
chr12	27091255	27091754	-	INTS13
chr12	27090805	27091304	+	FGFR1OP2
chr12	27174955	27175454	+	MED21
chr12	27235456	27235955	-	C12orf71
chr12	27396578	27397077	+	STK38L
chr12	27619243	27619742	+	SMCO2
chr12	27848928	27849427	+	REP15
chr12	27863206	27863705	+	MRPS35
chr12	27932687	27933186	+	KLHL42
chr12	28122895	28123394	-	PTHLH
chr12	29376056	29376555	+	FAR2
chr12	29534144	29534643	-	ERGIC2
chr12	30907449	30907948	-	CAPRIN2
chr12	31079338	31079837	+	TSPAN11
chr12	31226279	31226778	+	DDX11
chr12	31812109	31812608	+	ETFBKMT
chr12	31945176	31945675	-	H3F3C
chr12	32831634	32832133	+	DNM1L
chr12	32908888	32909387	-	YARS2
chr12	34174716	34175215	+	ALG10
chr12	38710057	38710556	+	ALG10B
chr12	42538674	42539173	-	GXYLT1
chr12	42719933	42720432	-	ZCRB1
chr12	44152562	44153061	-	PUS7L
chr12	44200179	44200678	-	TWF1
chr12	45444883	45445382	-	DBX2
chr12	46384402	46384901	-	SCAF11
chr12	46766646	46767145	-	SLC38A2
chr12	47473735	47474234	-	AMIGO2
chr12	48099845	48100344	-	RPAP3
chr12	48119356	48119855	-	ENDOU
chr12	48152890	48153389	-	RAPGEF3
chr12	48166467	48166966	+	SLC48A1
chr12	48213764	48214263	-	HDAC7
chr12	48298815	48299314	-	VDR
chr12	48356830	48357329	+	TMEM106C
chr12	48398286	48398785	-	COL2A1
chr12	48499156	48499655	+	PFKM
chr12	48551379	48551878	-	ASB8
chr12	48576866	48577365	+	CCDC184
chr12	48597076	48597575	-	OR10AD1
chr12	48722263	48722762	+	H1FNT
chr12	48744675	48745174	-	ZNF641
chr12	48865948	48866447	+	ANP32D
chr12	48918915	48919414	+	OR8S1
chr12	48963830	48964329	-	LALBA
chr12	49076036	49076535	-	KANSL2
chr12	49110782	49111281	-	CCNT1
chr12	49182880	49183379	-	ADCY6
chr12	49211754	49212253	+	CACNB3
chr12	49245958	49246457	-	DDX23
chr12	49259654	49260153	-	RND1
chr12	49297393	49297892	+	CCDC65
chr12	49319331	49319830	-	FKBP11
chr12	49351253	49351752	-	ARF3
chr12	49365642	49366141	-	WNT10B
chr12	49371736	49372235	+	WNT1
chr12	49393089	49393588	-	DDN
chr12	49412630	49413129	-	PRKAG1
chr12	49463809	49464308	-	RHEBL1
chr12	49488603	49489102	-	DHH
chr12	49504684	49505183	-	LMBR1L
chr12	49525305	49525804	-	TUBA1B
chr12	49621209	49621708	+	TUBA1C
chr12	49688409	49688908	+	PRPH
chr12	49716471	49716970	+	TROAP
chr12	49730972	49731471	-	C1QL4
chr12	49740200	49740699	+	DNAJC22
chr12	49960223	49960722	-	MCRS1
chr12	49999434	49999933	-	FAM186B
chr12	50016697	50017196	+	PRPF40B
chr12	50135092	50135591	+	TMBIM6
chr12	50236913	50237412	-	BCDIN3D
chr12	50297761	50298260	-	FAIM2
chr12	50344024	50344523	+	AQP2
chr12	50354779	50355278	+	AQP5
chr12	50366120	50366619	+	AQP6
chr12	50419341	50419840	-	RACGAP1
chr12	50478483	50478982	+	SMARCD1
chr12	50497102	50497601	+	GPD1
chr12	50505264	50505763	+	COX14
chr12	51157289	51157788	+	ATF1
chr12	51318034	51318533	+	METTL7A
chr12	51347282	51347781	+	HIGD1C
chr12	51441582	51442081	+	LETMD1
chr12	51477455	51477954	-	CSRNP2
chr12	51611540	51612039	-	POU6F1
chr12	51632008	51632507	+	DAZAP2
chr12	51717983	51718482	-	BIN2
chr12	51740464	51740963	-	CELA1
chr12	52225702	52226201	-	FIGNL2
chr12	52281293	52281792	+	ANKRD33
chr12	52305613	52306112	+	ACVRL1
chr12	52344951	52345450	+	ACVR1B
chr12	52400229	52400728	+	GRASP
chr12	52430999	52431498	+	NR4A1
chr12	52463258	52463757	+	ATG101
chr12	52585785	52586284	-	KRT80
